query_protein,similar_protein,similarity
P54583,P9WQN9,0.94308615
P54583,P26221,0.9350299
P54583,P25275,0.93163145
P54583,P22088,0.9309653
P54583,P42790,0.9301629
P54583,P15636,0.92353
P54583,Q9AQS0,0.9204944
P54583,P22629,0.91769207
P54583,P07986,0.9168796
P54583,O07653,0.91441095
P54619,O75838,0.9482269
P54619,P16118,0.9480402
P54619,Q9H3S4,0.9473995
P54619,Q15119,0.94646627
P54619,P19784,0.9446049
P54619,Q99873,0.9414175
P54619,Q13733,0.94099295
P54619,Q13362,0.9409839
P54619,Q13303,0.94014734
P54619,P00492,0.9396033
P54646,Q13131,0.9882122
P54646,Q9UK32,0.95102817
P54646,O14936,0.9478655
P54646,P50613,0.94737273
P54646,P51812,0.945151
P54646,Q02156,0.94359165
P54646,O95259,0.9419067
P54646,Q96BR1,0.9399575
P54646,Q9Y6T7,0.9394601
P54646,O14757,0.9380956
P54652,P0DMV8,0.9952824
P54652,P0DMV9,0.9952824
P54652,Q05639,0.9560919
P54652,P11021,0.9500627
P54652,P11142,0.94305885
P54652,P13929,0.9422117
P54652,P25705,0.9412879
P54652,P62826,0.9406831
P54652,P07900,0.9391801
P54652,P11766,0.93737406
P54687,P48147,0.9671329
P54687,P17812,0.9656182
P54687,Q16719,0.96481323
P54687,P23368,0.9644904
P54687,P49591,0.96376705
P54687,P48163,0.96316934
P54687,P47989,0.9624793
P54687,P49915,0.9624451
P54687,Q9NSD9,0.9616089
P54687,P32754,0.9608681
P54709,P14415,0.98791385
P54709,P05026,0.9761028
P54709,P56373,0.96242523
P54709,P05556,0.9604069
P54709,P05106,0.9591651
P54709,P51164,0.95762444
P54709,O60551,0.9575991
P54709,P30419,0.9558925
P54709,P09486,0.9555228
P54709,P54289,0.9531406
P54710,P20674,0.90494
P54710,O75438,0.8997698
P54710,P10092,0.8992311
P54710,Q16568,0.8974035
P54710,P06881,0.89688075
P54710,P04085,0.8961178
P54710,P13498,0.89242285
P54710,Q9NPC2,0.89069045
P54710,P49810,0.8885968
P54710,P10606,0.888054
P54716,P09788,0.964627
P54716,P69908,0.9628563
P54716,P9WPB5,0.9626684
P54716,Q9UDR5,0.9621345
P54716,P13981,0.9615415
P54716,P00813,0.9603677
P54716,P40859,0.9594786
P54716,P0A6W9,0.95899904
P54716,P37672,0.9587767
P54716,Q9ZEU2,0.9587642
P54750,Q01064,0.98092425
P54750,Q14123,0.96527797
P54750,Q6UVM3,0.95733607
P54750,O95259,0.9557012
P54750,P27986,0.9550781
P54750,Q9HBG4,0.954553
P54750,Q8NEB9,0.95402235
P54750,Q08460,0.9536025
P54750,Q12791,0.9535589
P54750,Q9UBF8,0.9533813
P54756,Q15375,0.99455374
P54756,P29323,0.99454963
P54756,Q9UF33,0.99301255
P54756,P54762,0.98857474
P54756,P29320,0.98789394
P54756,P54764,0.98643434
P54756,P36896,0.968215
P54756,Q15303,0.9667783
P54756,O95477,0.96621203
P54756,Q14833,0.9655298
P54760,P29322,0.9908818
P54760,P29317,0.9644272
P54760,P16066,0.96175706
P54760,P20594,0.95933735
P54760,P37023,0.9585036
P54760,Q08345,0.95701945
P54760,P26572,0.9569657
P54760,P22455,0.9565959
P54760,P08648,0.9564146
P54760,Q92806,0.95624137
P54762,P54764,0.9950703
P54762,Q15375,0.9947153
P54762,P29323,0.9910835
P54762,P54756,0.98857474
P54762,P29320,0.9862572
P54762,Q9UF33,0.9794012
P54762,P36897,0.96686244
P54762,P36896,0.962299
P54762,P21802,0.96125996
P54762,P11362,0.96097285
P54764,P54762,0.9950703
P54764,Q15375,0.99382055
P54764,P29320,0.9919566
P54764,P29323,0.9895788
P54764,P54756,0.98643434
P54764,Q9UF33,0.97673917
P54764,O00222,0.9623376
P54764,P55287,0.96197665
P54764,P21802,0.96163553
P54764,Q14831,0.96160364
P54802,P10253,0.9658594
P54802,Q02083,0.9646573
P54802,Q14416,0.9624902
P54802,P26572,0.9611466
P54802,P22303,0.9589214
P54802,P17405,0.9586824
P54802,O94766,0.9568087
P54802,O60568,0.9560801
P54802,P11086,0.95596534
P54802,Q16853,0.9529315
P54819,Q96I99,0.9551426
P54819,P06746,0.94737595
P54819,P49588,0.9452938
P54819,P51659,0.9433001
P54819,P49591,0.9432633
P54819,P30085,0.9428072
P54819,Q15046,0.94159794
P54819,P55263,0.9410808
P54819,P33121,0.94076157
P54819,P54577,0.9402074
P54820,P0C0X8,0.91961974
P54820,P00101,0.91957426
P54820,P04377,0.91815025
P54820,Q52369,0.9181218
P54820,Q02760,0.9158306
P54820,P00091,0.9116944
P54820,P0AG82,0.9039825
P54820,P00148,0.9026078
P54820,P00282,0.90219307
P54820,P08306,0.900123
P54886,P78540,0.9743703
P54886,Q6PI48,0.9670388
P54886,P17735,0.9660529
P54886,P28838,0.96600085
P54886,Q9P0Z9,0.965729
P54886,Q02338,0.9652025
P54886,Q08426,0.96498024
P54886,Q9NQX3,0.96234185
P54886,Q99685,0.962283
P54886,Q9UJ70,0.9607
P54965,P12256,0.97191936
P54965,P30418,0.9513289
P54965,Q8GEZ8,0.9502033
P54965,P50870,0.9493181
P54965,P11409,0.9476696
P54965,P23340,0.94751215
P54965,P04390,0.9468994
P54965,Q9X0F9,0.94330424
P54965,P37700,0.94289756
P54965,P43490,0.94157225
P54997,P18548,0.9654759
P54997,Q6ZZJ1,0.96400493
P54997,P9WPP7,0.9543084
P54997,Q9RN59,0.9487781
P54997,Q9LCV9,0.9448136
P54997,Q82IZ1,0.9440259
P54997,O52646,0.94277704
P54997,Q53119,0.9409194
P54997,Q7NSZ5,0.9406544
P54997,Q8KNZ7,0.9389258
P55011,Q13621,0.9881821
P55011,P55017,0.98140717
P55011,Q08460,0.96660125
P55011,Q12791,0.9658694
P55011,Q8NI60,0.9657784
P55011,Q9HBG4,0.9646367
P55011,O75746,0.96178466
P55011,Q8NEB9,0.9612672
P55011,P48549,0.9591973
P55011,Q9UJS0,0.9591301
P55017,Q13621,0.9860288
P55017,Q9HBG4,0.98283774
P55017,P55011,0.98140717
P55017,P50416,0.9791035
P55017,Q92523,0.97407323
P55017,Q93050,0.97148454
P55017,Q9UHW9,0.9712005
P55017,Q9NY91,0.9711571
P55017,P04035,0.9707776
P55017,Q9Y2Q0,0.9706478
P55038,P74334,0.9588309
P55038,P52647,0.9394122
P55038,P77967,0.93892366
P55038,P29208,0.9386179
P55038,P77454,0.93783516
P55038,P06737,0.93578124
P55038,P11216,0.93557554
P55038,P11217,0.93480563
P55038,P25524,0.9346018
P55038,P37330,0.9342257
P55055,Q13133,0.97957516
P55055,O75469,0.9559577
P55055,Q14994,0.9539021
P55055,Q00653,0.9533162
P55055,P51449,0.9522143
P55055,Q12851,0.9518813
P55055,Q8TD43,0.9490161
P55055,Q6DT37,0.94839156
P55055,P10398,0.94759685
P55055,O60341,0.9470879
P55072,Q06609,0.9569631
P55072,P17980,0.95649433
P55072,Q16864,0.9553695
P55072,Q9Y230,0.95526564
P55072,P13639,0.95526296
P55072,P00338,0.9537796
P55072,P21281,0.9518403
P55072,P07195,0.95182574
P55072,P28066,0.948064
P55072,P14618,0.94794285
P55157,P78527,0.97307855
P55157,Q13315,0.9700571
P55157,P02679,0.9674039
P55157,Q5T4S7,0.96645296
P55157,Q13075,0.9664397
P55157,P02675,0.9659046
P55157,Q9Y6R4,0.96550417
P55157,P10909,0.9640368
P55157,P04114,0.9639006
P55157,Q13535,0.9627505
P55196,P14598,0.9572888
P55196,Q16206,0.9570689
P55196,Q9UBF8,0.95651793
P55196,P11274,0.95630765
P55196,P05067,0.95444584
P55196,Q92830,0.9538944
P55196,O75164,0.95378876
P55196,P51692,0.9528122
P55196,Q16760,0.95203286
P55196,Q86XP1,0.9516672
P55210,P42574,0.98377836
P55210,P20807,0.9574783
P55210,P60484,0.9543514
P55210,Q8TET4,0.94854057
P55210,Q14790,0.9475942
P55210,P23743,0.9466138
P55210,Q8IWU9,0.945034
P55210,P07451,0.94294274
P55210,P48051,0.94098896
P55210,Q13393,0.94071984
P55211,Q03426,0.9448971
P55211,P29466,0.93913513
P55211,Q9UF33,0.93609595
P55211,P09769,0.9349471
P55211,P54756,0.9348961
P55211,O00408,0.9346639
P55211,Q9HBH9,0.9345557
P55211,Q9BUB5,0.93307054
P55211,Q02153,0.9328655
P55211,Q96T66,0.9324011
P55263,P78330,0.9696901
P55263,P52209,0.9613674
P55263,P26639,0.96120375
P55263,P30041,0.96086454
P55263,Q7LG56,0.9607674
P55263,P54577,0.95980865
P55263,Q96I99,0.95916635
P55263,Q15046,0.9589554
P55263,P20711,0.95879734
P55263,P07864,0.95738155
P55287,P29320,0.9637954
P55287,P06756,0.96359265
P55287,Q15375,0.9630971
P55287,P29323,0.96251965
P55287,P54764,0.96197665
P55287,P54756,0.9614118
P55287,Q06033,0.9595237
P55287,Q14831,0.95813495
P55287,P54762,0.9568037
P55287,Q15303,0.95660996
P55407,P33905,0.9901601
P55407,P25084,0.96551704
P55407,P07026,0.9587519
P55407,Q8KNZ7,0.95852375
P55407,Q51948,0.95647573
P55407,P9WPF1,0.9534888
P55407,P0A9E0,0.95072055
P55407,O68600,0.9502873
P55407,P9WPP7,0.94817924
P55407,Q8GN86,0.9472101
P55408,O15923,0.9429805
P55408,Q9C0B1,0.92753386
P55408,P26358,0.92513907
P55408,Q15750,0.9233011
P55408,Q8KNZ7,0.9214705
P55408,Q9NR28,0.9197045
P55408,P48736,0.9190266
P55408,P29475,0.9154466
P55408,P18548,0.91448164
P55408,Q6ZZJ1,0.9140748
P55769,P60953,0.92468977
P55769,P63096,0.923384
P55769,Q13303,0.918828
P55769,P67775,0.91740865
P55769,P18085,0.91626406
P55769,P15153,0.9162281
P55769,P54619,0.91577476
P55769,P61457,0.9151178
P55769,Q99873,0.9145098
P55769,P62826,0.9139162
P55786,P28838,0.96841466
P55786,P16435,0.9680742
P55786,P41250,0.9671378
P55786,Q6NVY1,0.96680295
P55786,P40939,0.9663278
P55786,Q96RQ3,0.9655664
P55786,O43252,0.965374
P55786,Q02338,0.965081
P55786,P05165,0.9642593
P55786,P33121,0.96421695
P55789,Q9Y6K1,0.9304366
P55789,P30291,0.93016016
P55789,P23677,0.9272344
P55789,Q96EB6,0.9261751
P55789,P30305,0.9238609
P55789,P04637,0.92168015
P55789,O75912,0.9216112
P55789,Q9Y5R2,0.92094225
P55789,P07101,0.92021716
P55789,P52824,0.9189987
P55792,P09373,0.96820074
P55792,P35558,0.96574545
P55792,P69908,0.96465755
P55792,Q8GEZ8,0.9627671
P55792,P0AFG8,0.9626695
P55792,P43490,0.9623121
P55792,Q16134,0.96163803
P55792,P41020,0.9615338
P55792,Q9KB30,0.9588175
P55792,Q70AC7,0.95628697
P55809,P05166,0.9690386
P55809,P49366,0.9666884
P55809,P04818,0.96480054
P55809,P11586,0.96330804
P55809,Q9H2P9,0.9632751
P55809,P19404,0.96323216
P55809,P00505,0.96167165
P55809,P52209,0.9589783
P55809,Q9HCC0,0.95823646
P55809,P21912,0.95792985
P55882,Q56268,0.9675023
P55882,P77444,0.96068877
P55882,P45568,0.9590367
P55882,Q59643,0.95757604
P55882,P05042,0.956331
P55882,P0ABQ0,0.95518875
P55882,P19624,0.95425236
P55882,P83788,0.95333683
P55882,P25924,0.95296824
P55882,P12995,0.9528567
P56122,Q9PM68,0.9545257
P56122,O25096,0.9390843
P56122,Q9ZLT0,0.9277599
P56122,O25323,0.8931593
P56122,O25926,0.89112234
P56122,O24990,0.88546264
P56122,O25927,0.8772894
P56122,P0ACB2,0.8730352
P56122,O66496,0.8635714
P56122,P37747,0.8606597
P56181,Q07021,0.9141375
P56181,P49069,0.9062123
P56181,Q7Z5B4,0.89416337
P56181,P50607,0.89366925
P56181,P04637,0.8936119
P56181,P42768,0.88968545
P56181,O95178,0.8864342
P56181,P04155,0.88312185
P56181,Q15078,0.8820295
P56181,P18858,0.87899005
P56194,P19821,0.9694041
P56194,P83453,0.96898127
P56194,P56690,0.9666518
P56194,Q746I8,0.96616495
P56194,Q5SL87,0.9656565
P56194,O07347,0.9655175
P56194,Q56232,0.96326816
P56194,P16608,0.96295923
P56194,Q60049,0.95962477
P56194,Q75WK2,0.9595073
P56220,P0A820,0.9649513
P56220,P0A7Z3,0.96435285
P56220,P08200,0.9608838
P56220,P0A872,0.9603637
P56220,P0A7D4,0.95966095
P56220,Q83P33,0.9594549
P56220,Q8ZIV7,0.9592853
P56220,P39126,0.95896477
P56220,P00959,0.95894253
P56220,P04079,0.9579146
P56282,Q8NEB9,0.9774789
P56282,Q13564,0.973991
P56282,O14744,0.97353923
P56282,Q9HD40,0.97314906
P56282,P23743,0.97201574
P56282,Q14181,0.97140586
P56282,Q7L5N7,0.96983504
P56282,P46459,0.9688982
P56282,Q8TBC4,0.9688053
P56282,P49770,0.96827227
P56373,P54289,0.96307075
P56373,P54709,0.96242523
P56373,Q99571,0.9621941
P56373,Q16515,0.9600976
P56373,Q8IZS8,0.9596964
P56373,Q14831,0.9578254
P56373,P16233,0.9564493
P56373,P48544,0.95640373
P56373,Q9NY47,0.9562913
P56373,Q15303,0.95506406
P56381,P80529,0.97333103
P56381,Q86V67,0.9689614
P56381,O15145,0.96785337
P56381,P13693,0.9597609
P56381,O15144,0.95634866
P56381,P10943,0.9542651
P56381,Q09093,0.95306534
P56381,Q8VUS8,0.95273465
P56381,P59998,0.9513738
P56381,P18545,0.95047414
P56385,O75964,0.9018619
P56385,P14854,0.8870784
P56385,P07919,0.8855467
P56385,Q99623,0.87641585
P56385,P06576,0.8742512
P56385,P25705,0.8740532
P56385,Q59560,0.87383175
P56385,Q9UHA3,0.87381166
P56385,P32119,0.8737676
P56385,Q9H169,0.872529
P56524,Q9UQL6,0.9834318
P56524,Q9UKV0,0.9516648
P56524,Q00613,0.9504087
P56524,P05412,0.9451252
P56524,Q7KZI7,0.94310296
P56524,P17544,0.94102454
P56524,Q96L34,0.93964356
P56524,Q8N4C8,0.9386995
P56524,Q9UKE5,0.936363
P56524,Q7L7X3,0.93601763
P56556,O75390,0.95029163
P56556,O43766,0.94806105
P56556,P16435,0.9474461
P56556,Q9P0J0,0.94454193
P56556,O15270,0.94416475
P56556,Q8TBC4,0.9438611
P56556,P11498,0.9432311
P56556,Q9UJS0,0.9420564
P56556,P17540,0.94156235
P56556,P23368,0.9414282
P56601,Q9KX40,0.96570307
P56601,Q9RUZ0,0.9596088
P56601,Q52437,0.9581529
P56601,Q9I5F3,0.9559964
P56601,Q60099,0.9533942
P56601,P52197,0.9497321
P56601,Q8KI25,0.9482353
P56601,Q9ZIV5,0.94619906
P56601,P32427,0.9435253
P56601,Q53464,0.9431987
P56653,P77150,0.94283223
P56653,P60327,0.9386605
P56653,P9WFF7,0.9385805
P56653,P77398,0.9365114
P56653,Q7ADF8,0.93583125
P56653,Q70I53,0.93580806
P56653,O75891,0.93561757
P56653,P9WIQ1,0.93411034
P56653,P07445,0.9339448
P56653,P0A6V8,0.93349254
P56690,P56194,0.9666518
P56690,P83453,0.9651317
P56690,P19821,0.96307534
P56690,Q5SKH7,0.9624425
P56690,Q746I8,0.9577905
P56690,P83849,0.95731926
P56690,P36419,0.95355564
P56690,Q9LCX9,0.94996786
P56690,Q5SHZ4,0.94908535
P56690,Q60049,0.94792974
P56696,P51787,0.98376393
P56696,O43526,0.97279406
P56696,Q92952,0.96657586
P56696,O95622,0.96601033
P56696,Q13574,0.96156216
P56696,Q9NR82,0.9615129
P56696,Q00975,0.96049094
P56696,O14649,0.9592903
P56696,O60840,0.9565549
P56696,P51788,0.95643705
P56740,P54455,0.9569915
P56740,O32248,0.9525533
P56740,Q816R0,0.9512583
P56740,P54548,0.9495096
P56740,P19938,0.9467388
P56740,P19080,0.94540787
P56740,O31156,0.9451529
P56740,Q5HEB7,0.94498307
P56740,O34450,0.94285226
P56740,Q02169,0.9388025
P56817,P52848,0.973665
P56817,Q9Y5X9,0.966496
P56817,P06858,0.96509993
P56817,P09172,0.9644127
P56817,Q16099,0.9643231
P56817,P19827,0.96379006
P56817,Q05586,0.9634398
P56817,Q9Y251,0.963022
P56817,P06213,0.9625479
P56817,Q14624,0.9624202
P56868,Q56320,0.9611542
P56868,Q9WZK0,0.9566469
P56868,Q9WXV1,0.9557171
P56868,Q9WZX6,0.95250887
P56868,Q9WYA5,0.9507269
P56868,Q9WY54,0.950547
P56868,P16115,0.9478373
P56868,Q9X278,0.9436486
P56868,Q56313,0.94256413
P56868,Q9WYV8,0.9415371
P56937,P14060,0.96736133
P56937,Q14534,0.96431243
P56937,P26439,0.9637735
P56937,Q9NPH5,0.96340895
P56937,Q9Y234,0.96023476
P56937,O60706,0.95870507
P56937,Q9UKG9,0.9575401
P56937,Q9Y233,0.9575211
P56937,P05093,0.9574399
P56937,P37059,0.9573063
P57059,Q9H093,0.9569665
P57059,Q9H0K1,0.95466095
P57059,Q15569,0.9543364
P57059,Q9ULD8,0.9473151
P57059,Q07912,0.94584626
P57059,Q9NQU5,0.94528925
P57059,Q01201,0.94187707
P57059,P36956,0.94033706
P57059,P51617,0.9391748
P57059,Q9UQQ2,0.93859744
P57078,Q8NFD2,0.98298687
P57078,Q8TD19,0.9675682
P57078,Q9P2K8,0.96395725
P57078,P53355,0.9608232
P57078,Q6ZN16,0.9606791
P57078,P31152,0.9598968
P57078,P35228,0.959071
P57078,Q9HC29,0.95873386
P57078,O00750,0.95811164
P57078,Q14164,0.95718586
P58558,P21890,0.9998156
P58558,P83793,0.9557601
P58558,P94692,0.9546711
P58558,P23381,0.9537226
P58558,P0AFG8,0.95354253
P58558,P83794,0.9517491
P58558,P31101,0.9507468
P58558,P0A8V2,0.9504554
P58558,Q01581,0.9496131
P58558,P09373,0.9494971
P58758,Q6ZZJ1,0.9553584
P58758,P18548,0.9515952
P58758,Q8KNZ7,0.94920397
P58758,P20581,0.9465231
P58758,Q9XB61,0.9434829
P58758,P9WPP7,0.9415786
P58758,Q9LCC8,0.94033223
P58758,P54997,0.9369643
P58758,Q53119,0.9354217
P58758,Q82IZ1,0.9339366
P59676,P14677,0.9999776
P59676,P0A3M6,0.98372585
P59676,P0A3M5,0.98372585
P59676,O70038,0.9791458
P59676,Q7CRA4,0.9791458
P59676,A0A0H2XJ39,0.9712943
P59676,Q8DNB6,0.9687151
P59676,P72355,0.96608704
P59676,Q75Y35,0.9650352
P59676,Q8DR59,0.96300083
P59768,Q16864,0.9126308
P59768,Q06609,0.90616506
P59768,Q9UQM7,0.8988564
P59768,P00338,0.898499
P59768,P07919,0.896949
P59768,P35241,0.8954438
P59768,Q9Y230,0.8935393
P59768,P0DMV9,0.89183617
P59768,P0DMV8,0.89183617
P59768,Q13509,0.89166915
P59846,Q5SHZ4,0.9660304
P59846,Q84FH6,0.95724666
P59846,P83849,0.95678437
P59846,Q5SL87,0.9529309
P59846,Q5SJI0,0.94956005
P59846,P80373,0.9457627
P59846,Q9LCX9,0.9457318
P59846,P36419,0.94546276
P59846,Q5KUI3,0.94420046
P59846,P13551,0.9439234
P59998,P21283,0.98303133
P59998,O15145,0.975875
P59998,P10943,0.974656
P59998,Q8NEY4,0.9743837
P59998,O15144,0.9741552
P59998,P13693,0.967226
P59998,Q86YB8,0.9667392
P59998,Q86V67,0.9631057
P59998,Q10588,0.95757306
P59998,B7JA91,0.95753336
P60063,O67854,0.94166416
P60063,Q5SJ79,0.94014525
P60063,P0AEK7,0.9379914
P60063,P02920,0.9340172
P60063,A0A045KKX4,0.93243396
P60063,P9WJY5,0.9323899
P60063,P0A8Q3,0.93231046
P60063,Q15125,0.926815
P60063,Q9UPY5,0.9258447
P60063,P11350,0.9251826
P60174,P00568,0.9408746
P60174,P00558,0.9380229
P60174,P42765,0.9374676
P60174,Q16836,0.9366259
P60174,P04075,0.9355013
P60174,P40926,0.93480104
P60174,P40925,0.9340386
P60174,P13929,0.9322637
P60174,P32119,0.932049
P60174,P27302,0.9309601
P60327,Q8P8J2,0.9678463
P60327,P75914,0.9669498
P60327,Q8VTT5,0.9656637
P60327,P0A1F6,0.9637519
P60327,P9WIQ1,0.96268
P60327,Q9FDN7,0.96256477
P60327,P37672,0.9617906
P60327,P13981,0.96165216
P60327,Q9F0J6,0.9609631
P60327,P12758,0.96012586
P60355,P81040,0.95954084
P60355,P0A110,0.95407283
P60355,P42898,0.9533747
P60355,Q72EF3,0.9532055
P60355,P12070,0.95220816
P60355,P09788,0.9519132
P60355,P16099,0.9505861
P60355,Q51705,0.9503228
P60355,O34667,0.9496789
P60355,P0ABK9,0.9485587
P60472,P15043,0.97197235
P60472,P25924,0.96906924
P60472,P22939,0.9622972
P60472,A0A0H2UXE9,0.9606105
P60472,P15770,0.9581927
P60472,P0A9J6,0.95788765
P60472,P0A733,0.9573617
P60472,P0A876,0.9550288
P60472,P0AC13,0.95358574
P60472,P30012,0.9530113
P60484,P23743,0.97261447
P60484,Q13393,0.96893036
P60484,P20807,0.9674898
P60484,Q05655,0.96547055
P60484,P29074,0.9652208
P60484,P42680,0.9639963
P60484,Q8IWU9,0.9628507
P60484,O75530,0.96279633
P60484,P63252,0.9623927
P60484,O14744,0.96200943
P60493,P80377,0.94110245
P60493,P0DOY9,0.93179226
P60493,P62669,0.92778695
P60493,Q5SJH3,0.92655766
P60493,P80374,0.9219496
P60493,P80373,0.9186896
P60493,P13551,0.91760874
P60493,P17291,0.9164103
P60493,Q5SHN3,0.9163793
P60493,P0DOY6,0.9147091
P60568,P05112,0.9474987
P60568,P05231,0.9275603
P60568,P02763,0.91414523
P60568,P49662,0.91398275
P60568,P19652,0.9133986
P60568,P29459,0.9080297
P60568,P01574,0.90642333
P60568,P00973,0.89895415
P60568,P35225,0.89208126
P60568,P29466,0.8895146
P60709,P63261,0.9999017
P60709,Q71U36,0.9767093
P60709,P68363,0.9760442
P60709,P62736,0.97602683
P60709,Q9BQE3,0.973296
P60709,P68133,0.97035956
P60709,P0DPH7,0.96478117
P60709,P0DPH8,0.96478117
P60709,P68104,0.9639385
P60709,P84077,0.957577
P60723,P44345,0.99364185
P60723,P0A7J6,0.9465107
P60723,P0A7W7,0.94461596
P60723,P04036,0.9372321
P60723,P0AB77,0.9359436
P60723,Q59560,0.9358159
P60723,P27302,0.9342618
P60723,P62219,0.9335754
P60723,P0A7V3,0.9323275
P60723,P18925,0.9311382
P60757,P28861,0.96514845
P60757,P17117,0.95822906
P60757,Q83LD8,0.95818233
P60757,Q9HTN2,0.95719105
P60757,P25924,0.95693517
P60757,P10902,0.9568335
P60757,P15043,0.95569634
P60757,P42593,0.95568925
P60757,P26276,0.9556657
P60757,P0A733,0.9555324
P60844,O68874,1.0
P60844,P69681,0.9310132
P60844,P21905,0.92023575
P60844,P43457,0.91950995
P60844,P80040,0.9078583
P60844,P24630,0.905965
P60844,A5HEI4,0.90465784
P60844,P69054,0.90406215
P60844,P05042,0.90078175
P60844,P07097,0.9004452
P60900,P61160,0.9241386
P60900,P14618,0.9130202
P60900,P36873,0.9126107
P60900,O14983,0.91213584
P60900,P13639,0.9116814
P60900,P12268,0.9102402
P60900,P20839,0.91001433
P60900,P27348,0.9095944
P60900,P62136,0.9090521
P60900,P61158,0.90885884
P60903,Q99653,0.90277445
P60903,O75348,0.8952882
P60903,P19105,0.8935364
P60903,P31949,0.8894404
P60903,P15153,0.88645005
P60903,P62166,0.88310283
P60903,P63000,0.88218814
P60903,P36543,0.8813014
P60903,P08708,0.87622035
P60903,P62316,0.8739728
P60906,P00582,0.9662105
P60906,P08244,0.9624817
P60906,P0A6J8,0.96248084
P60906,P00959,0.96160704
P60906,P06983,0.9611423
P60906,P04036,0.9586351
P60906,P26276,0.95745194
P60906,P08870,0.9568048
P60906,P16384,0.9561377
P60906,P00509,0.9560542
P60953,P15153,0.9483797
P60953,P63000,0.93334794
P60953,P55769,0.92468977
P60953,P01111,0.918635
P60953,P01116,0.91854095
P60953,P62491,0.91850424
P60953,P36405,0.9147647
P60953,P61586,0.9146732
P60953,P18085,0.9141816
P60953,P62826,0.9140181
P60981,P07814,0.9388256
P60981,P00439,0.9385314
P60981,P46459,0.9384553
P60981,P11388,0.93546313
P60981,P47989,0.9340418
P60981,P34932,0.9339864
P60981,P41250,0.9333441
P60981,Q9P2J5,0.9331186
P60981,O60551,0.93288696
P60981,Q16831,0.93236387
P61024,P27635,0.92517126
P61024,P62857,0.91415566
P61024,P62753,0.91374606
P61024,P62241,0.91355103
P61024,P62277,0.91142637
P61024,P08708,0.90975016
P61024,P40429,0.9002483
P61024,P62136,0.8979523
P61024,P62736,0.8965939
P61024,Q96L21,0.89589906
P61073,P30556,0.9857242
P61073,P49238,0.98537594
P61073,P51686,0.9835337
P61073,P50052,0.9787452
P61073,P25105,0.97336614
P61073,Q99677,0.9727144
P61073,Q9Y271,0.9724113
P61073,P41597,0.9708631
P61073,P30411,0.970857
P61073,Q9NS75,0.9707899
P61158,P05023,0.95015323
P61158,P61160,0.94762707
P61158,P13637,0.94758403
P61158,P50993,0.9460452
P61158,P63092,0.9442228
P61158,P20839,0.94408816
P61158,P21281,0.94244415
P61158,P12268,0.9418318
P61158,O14983,0.9408584
P61158,P13639,0.9385649
P61160,P61158,0.94762707
P61160,P28482,0.9416234
P61160,Q16539,0.9411304
P61160,P05023,0.9389751
P61160,P13637,0.9382162
P61160,P50993,0.9362545
P61160,P31751,0.93532145
